label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,x21,y21,x22,y22,x23,y23,x24,y24,x25,y25,x26,y26,x27,y27,x28,y28,x29,y29,x30,y30,x31,y31,x32,y32,x33,y33,x34,y34,x35,y35,x36,y36,x37,y37,x38,y38,x39,y39,x40,y40,x41,y41
stop,0.68,0.46,0.62,0.41,0.58,0.34,0.56,0.27,0.53,0.23,0.65,0.23,0.65,0.14,0.66,0.08,0.67,0.03,0.69,0.23,0.71,0.12,0.72,0.06,0.73,0.00,0.73,0.25,0.75,0.16,0.77,0.10,0.78,0.06,0.76,0.29,0.79,0.23,0.80,0.19,0.82,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.70,0.47,0.64,0.41,0.60,0.34,0.58,0.27,0.55,0.23,0.67,0.23,0.67,0.14,0.68,0.08,0.69,0.03,0.71,0.23,0.73,0.13,0.74,0.06,0.75,0.00,0.75,0.25,0.77,0.16,0.79,0.11,0.80,0.06,0.78,0.29,0.81,0.23,0.82,0.19,0.83,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.71,0.46,0.66,0.41,0.61,0.33,0.59,0.27,0.56,0.22,0.68,0.22,0.69,0.14,0.70,0.08,0.71,0.03,0.73,0.23,0.74,0.13,0.76,0.06,0.77,0.01,0.76,0.25,0.79,0.16,0.80,0.11,0.81,0.06,0.79,0.29,0.82,0.23,0.84,0.19,0.85,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.72,0.47,0.67,0.41,0.63,0.33,0.60,0.27,0.58,0.22,0.70,0.23,0.71,0.13,0.71,0.08,0.72,0.03,0.74,0.23,0.76,0.13,0.77,0.06,0.78,0.00,0.78,0.25,0.80,0.17,0.82,0.11,0.83,0.06,0.81,0.29,0.84,0.24,0.85,0.20,0.86,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.74,0.47,0.68,0.41,0.64,0.33,0.62,0.26,0.59,0.22,0.71,0.23,0.72,0.14,0.73,0.08,0.74,0.04,0.75,0.23,0.77,0.13,0.79,0.06,0.80,0.01,0.79,0.25,0.82,0.17,0.83,0.12,0.85,0.07,0.82,0.29,0.85,0.24,0.87,0.20,0.88,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.78,0.47,0.73,0.41,0.69,0.33,0.66,0.26,0.64,0.22,0.76,0.23,0.77,0.14,0.78,0.08,0.79,0.04,0.80,0.23,0.82,0.14,0.84,0.08,0.85,0.03,0.84,0.26,0.86,0.17,0.88,0.12,0.90,0.08,0.87,0.30,0.90,0.24,0.91,0.21,0.93,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.79,0.47,0.74,0.41,0.70,0.33,0.68,0.26,0.65,0.21,0.77,0.23,0.78,0.14,0.79,0.08,0.80,0.04,0.81,0.23,0.83,0.14,0.85,0.08,0.87,0.03,0.85,0.26,0.88,0.18,0.89,0.13,0.91,0.08,0.88,0.30,0.90,0.24,0.92,0.21,0.94,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.80,0.47,0.75,0.41,0.71,0.33,0.69,0.26,0.66,0.21,0.78,0.23,0.79,0.14,0.81,0.08,0.82,0.04,0.82,0.23,0.85,0.14,0.86,0.08,0.88,0.03,0.86,0.26,0.89,0.18,0.91,0.13,0.92,0.09,0.89,0.30,0.92,0.25,0.93,0.21,0.94,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.81,0.47,0.75,0.41,0.72,0.33,0.70,0.26,0.67,0.21,0.79,0.23,0.81,0.14,0.82,0.08,0.83,0.04,0.83,0.23,0.86,0.14,0.87,0.08,0.89,0.03,0.87,0.26,0.90,0.18,0.92,0.13,0.93,0.08,0.90,0.30,0.93,0.25,0.94,0.21,0.95,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.83,0.47,0.78,0.41,0.75,0.33,0.73,0.26,0.70,0.21,0.82,0.23,0.84,0.14,0.85,0.09,0.87,0.04,0.86,0.24,0.89,0.14,0.91,0.08,0.93,0.03,0.90,0.26,0.93,0.18,0.95,0.14,0.97,0.09,0.92,0.31,0.96,0.25,0.97,0.22,0.99,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.83,0.47,0.78,0.41,0.75,0.33,0.73,0.26,0.71,0.21,0.83,0.23,0.84,0.14,0.86,0.09,0.87,0.05,0.87,0.24,0.89,0.15,0.91,0.09,0.93,0.04,0.90,0.27,0.93,0.19,0.95,0.14,0.97,0.09,0.93,0.31,0.96,0.26,0.98,0.22,1.00,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.83,0.47,0.78,0.41,0.75,0.33,0.73,0.26,0.71,0.21,0.83,0.23,0.84,0.15,0.86,0.09,0.88,0.05,0.87,0.24,0.90,0.15,0.91,0.09,0.93,0.04,0.90,0.27,0.93,0.19,0.96,0.14,0.97,0.09,0.93,0.31,0.96,0.25,0.98,0.22,1.00,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.83,0.47,0.78,0.41,0.75,0.33,0.73,0.26,0.71,0.21,0.83,0.23,0.84,0.15,0.86,0.09,0.87,0.05,0.87,0.24,0.90,0.15,0.91,0.08,0.93,0.03,0.90,0.27,0.93,0.19,0.95,0.14,0.97,0.09,0.93,0.31,0.96,0.26,0.98,0.22,1.00,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.83,0.47,0.78,0.41,0.75,0.33,0.73,0.26,0.70,0.21,0.82,0.24,0.84,0.15,0.86,0.09,0.87,0.05,0.87,0.24,0.89,0.15,0.91,0.09,0.93,0.04,0.90,0.27,0.93,0.19,0.95,0.14,0.97,0.09,0.92,0.31,0.96,0.26,0.98,0.22,0.99,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.82,0.47,0.77,0.42,0.73,0.34,0.72,0.26,0.69,0.21,0.81,0.23,0.83,0.14,0.84,0.09,0.86,0.05,0.85,0.24,0.88,0.15,0.90,0.09,0.91,0.04,0.89,0.27,0.92,0.19,0.94,0.13,0.95,0.09,0.91,0.31,0.94,0.26,0.96,0.22,0.98,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.82,0.48,0.77,0.42,0.73,0.34,0.71,0.27,0.69,0.22,0.81,0.24,0.82,0.15,0.84,0.10,0.85,0.05,0.85,0.25,0.88,0.15,0.89,0.09,0.91,0.04,0.88,0.27,0.92,0.19,0.94,0.14,0.95,0.09,0.91,0.32,0.94,0.26,0.96,0.22,0.98,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.81,0.48,0.76,0.42,0.72,0.34,0.71,0.27,0.68,0.22,0.80,0.24,0.82,0.16,0.83,0.10,0.85,0.06,0.85,0.25,0.87,0.15,0.89,0.09,0.91,0.04,0.88,0.28,0.91,0.19,0.93,0.14,0.95,0.10,0.91,0.32,0.94,0.26,0.96,0.23,0.97,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.79,0.50,0.73,0.45,0.70,0.37,0.68,0.30,0.65,0.25,0.77,0.26,0.79,0.17,0.80,0.12,0.81,0.07,0.82,0.27,0.84,0.17,0.86,0.11,0.87,0.05,0.85,0.29,0.88,0.21,0.90,0.15,0.92,0.11,0.88,0.33,0.91,0.28,0.93,0.24,0.94,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.78,0.51,0.73,0.46,0.69,0.38,0.67,0.31,0.64,0.26,0.76,0.28,0.77,0.18,0.79,0.12,0.80,0.08,0.81,0.28,0.83,0.18,0.84,0.11,0.86,0.06,0.84,0.30,0.87,0.21,0.89,0.15,0.91,0.11,0.87,0.34,0.90,0.28,0.92,0.24,0.93,0.20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.77,0.53,0.71,0.47,0.67,0.40,0.65,0.33,0.63,0.27,0.75,0.28,0.76,0.19,0.77,0.13,0.79,0.09,0.79,0.29,0.81,0.19,0.83,0.12,0.85,0.07,0.83,0.31,0.86,0.22,0.88,0.16,0.89,0.12,0.86,0.35,0.89,0.29,0.91,0.25,0.92,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.72,0.58,0.66,0.53,0.62,0.46,0.59,0.39,0.56,0.34,0.69,0.34,0.70,0.24,0.70,0.17,0.71,0.12,0.73,0.34,0.75,0.22,0.76,0.15,0.77,0.10,0.77,0.36,0.79,0.26,0.81,0.20,0.82,0.15,0.80,0.39,0.83,0.33,0.85,0.29,0.86,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.71,0.60,0.64,0.55,0.60,0.47,0.57,0.40,0.54,0.35,0.66,0.35,0.67,0.25,0.68,0.19,0.69,0.14,0.71,0.35,0.73,0.24,0.74,0.17,0.75,0.11,0.75,0.37,0.77,0.27,0.79,0.21,0.80,0.16,0.78,0.40,0.81,0.34,0.83,0.30,0.84,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.70,0.61,0.63,0.57,0.58,0.50,0.55,0.43,0.52,0.37,0.65,0.37,0.65,0.27,0.66,0.20,0.67,0.15,0.69,0.36,0.70,0.25,0.71,0.18,0.72,0.13,0.73,0.38,0.75,0.28,0.76,0.22,0.77,0.17,0.77,0.42,0.79,0.35,0.81,0.31,0.82,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.68,0.63,0.61,0.58,0.56,0.51,0.53,0.44,0.50,0.39,0.63,0.38,0.63,0.28,0.64,0.22,0.65,0.16,0.68,0.38,0.69,0.27,0.69,0.19,0.70,0.13,0.71,0.39,0.73,0.30,0.75,0.24,0.75,0.18,0.75,0.43,0.77,0.36,0.79,0.32,0.80,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.63,0.68,0.55,0.64,0.50,0.57,0.47,0.50,0.43,0.45,0.56,0.43,0.56,0.32,0.56,0.26,0.56,0.20,0.61,0.41,0.61,0.30,0.62,0.22,0.62,0.16,0.65,0.43,0.66,0.32,0.67,0.26,0.68,0.20,0.69,0.46,0.71,0.39,0.72,0.34,0.73,0.30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.61,0.69,0.53,0.65,0.48,0.58,0.44,0.51,0.40,0.46,0.54,0.44,0.53,0.33,0.54,0.27,0.54,0.21,0.59,0.43,0.59,0.31,0.59,0.23,0.60,0.17,0.63,0.44,0.64,0.33,0.65,0.27,0.65,0.21,0.67,0.47,0.69,0.40,0.70,0.35,0.71,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.59,0.71,0.52,0.67,0.46,0.59,0.43,0.52,0.39,0.48,0.52,0.45,0.52,0.35,0.52,0.28,0.52,0.22,0.57,0.44,0.57,0.32,0.58,0.24,0.58,0.18,0.61,0.45,0.63,0.34,0.63,0.27,0.64,0.22,0.65,0.48,0.67,0.41,0.68,0.36,0.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.53,0.75,0.45,0.72,0.39,0.65,0.35,0.58,0.31,0.53,0.45,0.49,0.43,0.39,0.43,0.32,0.43,0.26,0.50,0.47,0.49,0.36,0.49,0.28,0.50,0.22,0.54,0.48,0.55,0.37,0.55,0.31,0.56,0.25,0.58,0.51,0.60,0.43,0.61,0.38,0.61,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.51,0.76,0.43,0.73,0.36,0.66,0.32,0.59,0.28,0.55,0.42,0.51,0.41,0.40,0.41,0.33,0.41,0.28,0.47,0.49,0.47,0.37,0.47,0.29,0.47,0.23,0.52,0.50,0.52,0.39,0.53,0.32,0.53,0.26,0.56,0.52,0.58,0.45,0.58,0.40,0.59,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.49,0.77,0.41,0.75,0.34,0.68,0.30,0.61,0.26,0.57,0.40,0.52,0.39,0.41,0.38,0.34,0.38,0.29,0.45,0.50,0.44,0.38,0.44,0.30,0.44,0.24,0.49,0.51,0.50,0.39,0.50,0.33,0.51,0.27,0.53,0.53,0.55,0.46,0.56,0.41,0.57,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.47,0.78,0.38,0.76,0.32,0.69,0.28,0.62,0.24,0.59,0.38,0.53,0.36,0.43,0.36,0.36,0.36,0.30,0.43,0.51,0.42,0.39,0.42,0.32,0.42,0.26,0.47,0.52,0.48,0.41,0.48,0.34,0.48,0.28,0.51,0.54,0.53,0.47,0.54,0.42,0.54,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.41,0.82,0.32,0.80,0.25,0.74,0.22,0.67,0.17,0.63,0.30,0.57,0.28,0.47,0.27,0.40,0.27,0.34,0.35,0.55,0.34,0.43,0.33,0.35,0.33,0.29,0.40,0.55,0.40,0.44,0.40,0.37,0.40,0.31,0.45,0.57,0.46,0.49,0.47,0.44,0.47,0.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.39,0.83,0.30,0.82,0.23,0.75,0.19,0.68,0.15,0.64,0.28,0.59,0.26,0.48,0.25,0.42,0.25,0.36,0.33,0.56,0.32,0.44,0.31,0.36,0.31,0.30,0.38,0.56,0.38,0.45,0.38,0.38,0.38,0.32,0.42,0.59,0.44,0.51,0.45,0.45,0.45,0.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.37,0.84,0.28,0.83,0.22,0.76,0.18,0.69,0.13,0.65,0.27,0.60,0.24,0.49,0.23,0.42,0.23,0.37,0.32,0.57,0.31,0.45,0.30,0.37,0.29,0.30,0.36,0.57,0.37,0.45,0.36,0.38,0.36,0.32,0.41,0.60,0.42,0.51,0.43,0.46,0.43,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.31,0.87,0.22,0.86,0.16,0.80,0.12,0.73,0.07,0.69,0.20,0.63,0.17,0.53,0.16,0.46,0.15,0.40,0.25,0.60,0.23,0.48,0.22,0.41,0.22,0.35,0.29,0.60,0.29,0.49,0.29,0.42,0.29,0.36,0.34,0.62,0.35,0.54,0.36,0.49,0.36,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.29,0.87,0.20,0.86,0.14,0.80,0.10,0.74,0.06,0.70,0.18,0.64,0.15,0.54,0.14,0.47,0.13,0.42,0.23,0.61,0.21,0.49,0.20,0.41,0.19,0.35,0.27,0.61,0.27,0.49,0.27,0.42,0.27,0.36,0.32,0.63,0.33,0.55,0.34,0.49,0.34,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.27,0.88,0.19,0.87,0.12,0.81,0.09,0.75,0.05,0.71,0.17,0.65,0.14,0.55,0.12,0.48,0.12,0.43,0.21,0.62,0.20,0.50,0.18,0.42,0.18,0.36,0.26,0.62,0.26,0.50,0.25,0.43,0.25,0.38,0.30,0.64,0.32,0.55,0.32,0.50,0.32,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.26,0.88,0.17,0.88,0.11,0.82,0.07,0.76,0.04,0.72,0.15,0.65,0.12,0.55,0.11,0.49,0.10,0.44,0.20,0.62,0.18,0.51,0.17,0.43,0.16,0.37,0.24,0.62,0.24,0.51,0.24,0.44,0.23,0.38,0.29,0.64,0.30,0.56,0.30,0.51,0.30,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.24,0.89,0.16,0.89,0.10,0.83,0.06,0.77,0.03,0.73,0.13,0.67,0.11,0.57,0.09,0.51,0.08,0.45,0.18,0.64,0.16,0.52,0.15,0.45,0.14,0.38,0.23,0.64,0.23,0.52,0.22,0.45,0.22,0.40,0.27,0.66,0.29,0.57,0.29,0.52,0.29,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stop,0.19,0.94,0.11,0.93,0.04,0.87,0.01,0.81,-0.04,0.77,0.07,0.70,0.05,0.61,0.03,0.55,0.02,0.50,0.12,0.68,0.10,0.57,0.09,0.50,0.08,0.44,0.17,0.68,0.16,0.57,0.16,0.50,0.15,0.45,0.22,0.70,0.23,0.62,0.23,0.56,0.22,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
